,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,79.30_79.50_79.60_79.80_80.00_,79.00_78.90_78.80_78.70_78.60_,6416,6416.tw,20190704,tse,1_1_1_4_2_,1,9_12_9_8_7_,80.40,27,0,12,78.80,000000,瑞祺電通,瑞&#35072;電通股份有限公司,80.40,83.20,79.10,14:30:00,-,-,0,3,79.10,3,13:30:00,6416.tw_tse_20190704_B_9999143337,6416.tw_tse_20190704_B_9999092213,1562221800000,0,3,86.50,64,70.90,78.70,79.10
