,a,b,c,ch,d,ex,f,fv,g,h,i,io,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk1,tlong,ts,tv,u,v,w,y,z
0,57.50_57.60_57.70_57.80_58.00_,57.30_57.20_57.10_57.00_56.80_,5284,5284.tw,20190704,tse,1_2_2_1_1_,0,1_2_1_5_4_,57.40,20,RR,0,12,57.40,000000,jpp-KY,經寶精密控股股份有限公司,57.40,-,57.20,14:30:00,272,57.20,0,0,13:30:00,5284.tw_tse_20190704_B_9999133489,1562221800000,0,1,62.90,1,51.50,57.20,57.40
