,a,b,c,ch,d,ex,f,g,i,io,ip,it,mt,n,nf,oa,ob,ot,ov,oz,p,s,t,tlong,ts,tv,u,w,y
0,16.00_16.05_16.10_16.20_16.35_,15.75_15.70_15.65_15.10_15.05_,8488,8488.tw,20190524,tse,5_1_5_3_3_,2_3_4_3_2_,20,RR,0,12,000000,吉源-KY,吉源控股股份有限公司,-,-,14:30:00,-,-,0,0,13:30:00,1558679400000,0,-,17.45,14.35,15.90
