,a,b,c,ch,d,ex,f,g,i,ip,it,mt,n,nf,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk1,tlong,ts,tv,u,v,w,y
0,73.00_73.30_73.50_74.00_74.90_,72.50_72.40_72.20_72.00_71.10_,1726,1726.tw,20190524,tse,5_1_1_1_2_,1_2_1_2_1_,21,0,12,000000,永記,永記造漆工業股份有限公司,72.50,71.50,14:30:00,180,72.50,0,1,73.00,0,13:30:00,1726.tw_tse_20190524_B_9999046555,1558679400000,0,0,80.30,0,65.70,73.00
