,a,b,c,ch,d,ex,f,fv,g,h,i,io,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,169.00_169.50_170.00_170.50_171.00_,168.50_168.00_167.50_167.00_166.50_,6666,6666.tw,20190305,tse,2_1_5_1_2_,0,3_20_4_3_19_,170.00,22,RR,0,12,168.00,000000,羅麗芬-KY,羅麗芬控股股份有限公司,170.00,172.00,169.00,14:30:00,-,-,0,5,168.50,5,13:30:00,6666.tw_tse_20190305_B_9999099418,6666.tw_tse_20190305_B_9999063480,1551767400000,0,5,187.00,100,153.00,170.00,168.50
