,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk1,tlong,ts,tv,u,v,w,y,z
0,43.25_43.30_43.40_43.50_43.80_,42.85_42.80_42.75_42.60_42.50_,1419,1419.tw,20190305,tse,1_3_1_2_1_,0,1_2_1_1_2_,43.20,04,0,12,43.20,000000,新紡,新光紡織股份有限公司,43.20,43.00,42.90,14:30:00,13,43.00,0,1,43.25,0,13:30:00,1419.tw_tse_20190305_B_9999518774,1551767400000,0,1,47.50,1,38.90,43.20,43.20
