,a,b,c,ch,d,ex,f,g,i,ip,it,mt,n,nf,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk1,tlong,ts,tv,u,v,w,y
0,110.00_110.50_111.00_111.50_112.00_,109.00_108.00_107.50_107.00_106.50_,6464,6464.tw,20190305,tse,2_1_8_3_5_,4_4_1_3_1_,20,0,12,000000,台數科,台灣數位光訊科技股份有限公司,-,110.00,14:30:00,-,-,0,1,103.00,0,13:30:00,6464.tw_tse_20190305_B_9999983119,1551767400000,0,0,119.50,0,98.10,109.00
