,a,b,c,ch,d,ex,f,fv,g,h,i,io,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk1,tlong,ts,tv,u,v,w,y,z
0,39.95_40.00_40.50_41.00_42.00_,39.40_39.05_39.00_38.30_38.20_,8427,8427.tw,20190711,tse,1_2_1_4_1_,0,1_1_2_2_1_,39.70,20,RR,0,12,39.70,000000,基勝-KY,基勝(開曼)控股股份有限公司,39.70,40.05,39.50,14:30:00,-,-,0,0,13:30:00,8427.tw_tse_20190711_B_9999055574,1562826600000,0,2,43.65,2,35.75,39.70,39.70
