,c,ch,d,ex,i,io,ip,it,n,nf,oa,ob,ot,ov,oz,p,rt,st,t,tlong,tv,u,w,y
0,1262,1262.tw,20190711,tse,20,RR,0,12,綠悅-KY,英屬開曼群島綠悅控股有限公司,-,-,14:30:00,-,-,0,99:99:99,08:00:00,14:30:00,1562826600000,-,34.15,27.95,31.05
