,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk1,tlong,ts,tv,u,v,w,y,z
0,27.50_27.55_28.10_28.20_28.30_,26.85_26.80_26.75_26.70_26.60_,2910,2910.tw,20190711,tse,1_2_1_1_1_,0,1_1_1_1_1_,27.00,18,0,12,27.00,000000,統領,統領百貨股份有限公司,27.00,27.00,26.80,14:30:00,10,26.80,0,1,26.85,0,13:30:00,2910.tw_tse_20190711_B_9999892591,1562826600000,0,1,29.20,1,23.90,26.55,27.00
