,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk1,tlong,ts,tv,u,v,w,y,z
0,33.80_34.00_34.40_34.60_35.00_,33.35_33.30_33.15_33.05_32.95_,9918,9918.tw,20190802,tse,1_1_11_1_5_,0,1_10_1_1_12_,33.50,23,0,12,33.50,000000,欣天然,欣欣天然氣股份有限公司,33.50,33.80,32.50,14:30:00,-,-,0,0,13:30:00,9918.tw_tse_20190802_B_9999007167,1564727400000,0,2,36.95,2,30.25,33.60,33.50
