,a,b,c,ch,d,ex,f,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,20.00_20.05_20.10_20.15_20.20_,19.95_19.90_19.85_19.80_19.75_,3033,3033.tw,20190802,tse,33_24_67_21_26_,3_214_112_130_126_,20.05,29,0,12,19.90,000000,威健,威健實業股份有限公司,20.05,20.10,20.00,14:25:00,-,-,0,10,19.95,10,13:30:00,3033.tw_tse_20190802_B_9998947363,3033.tw_tse_20190802_B_9998920854,1564727100000,0,10,22.10,1165,18.10,20.10,19.95
