,a,b,c,ch,d,ex,f,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,36.65_36.70_36.75_36.80_36.85_,36.60_36.55_36.50_36.45_36.40_,3037,3037.tw,20190802,tse,15_70_48_168_111_,68_5_61_49_42_,37.10,28,0,12,34.80,000000,欣興,欣興電子股份有限公司,36.35,37.00,36.70,14:25:00,-,-,0,1516,36.65,1516,13:30:00,3037.tw_tse_20190802_B_9998945391,3037.tw_tse_20190802_B_9998921657,1564727100000,0,1516,40.95,67390,33.55,37.25,36.65
