,a,b,c,ch,d,ex,f,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,2.30_2.35_2.46_2.50_2.51_,2.28_2.23_2.21_2.20_2.17_,3043,3043.tw,20190802,tse,34_50_3_3_3_,11_3_26_20_2_,2.28,31,0,12,2.21,000000,科風,科風股份有限公司,2.25,2.30,2.27,14:30:00,-,-,0,19,13:30:00,3043.tw_tse_20190802_B_9999038623,3043.tw_tse_20190802_B_9998921120,1564727400000,0,19,2.53,91,2.07,2.30,2.28
