,a,b,c,ch,d,ex,f,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,7.72_7.73_7.75_7.76_7.77_,7.68_7.67_7.66_7.65_7.64_,3058,3058.tw,20190802,tse,2_6_7_3_13_,1_1_30_11_6_,7.72,28,0,12,7.63,000000,立德,立德電子股份有限公司,7.65,-,7.72,14:30:00,603,7.72,0,0,13:30:00,3058.tw_tse_20190802_B_9999014653,3058.tw_tse_20190802_B_9998954931,1564727400000,0,5,8.50,87,6.96,7.73,7.72
