,a,b,c,ch,d,ex,f,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,25.00_25.05_25.10_25.15_25.20_,24.85_24.80_24.75_24.70_24.55_,3018,3018.tw,20190802,tse,2_1_2_1_2_,6_4_1_29_4_,25.85,31,0,12,24.85,000000,同開,同開科技工程股份有限公司,25.75,-,25.00,14:25:00,-,-,0,4,24.90,4,13:30:00,3018.tw_tse_20190802_B_9998953755,3018.tw_tse_20190802_B_9998920661,1564727100000,0,4,28.35,155,23.25,25.80,24.90
