,a,b,c,ch,d,ex,f,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,9.06_9.07_9.08_9.09_9.11_,9.05_9.04_9.03_9.02_9.01_,3052,3052.tw,20190802,tse,14_4_8_10_13_,22_30_10_11_2_,9.27,14,0,12,8.63,000000,夆典,夆典科技開發股份有限公司,8.63,9.06,9.05,14:26:30,-,-,0,62,9.05,62,13:30:00,3052.tw_tse_20190802_B_9998947083,3052.tw_tse_20190802_B_9998921462,1564727190000,0,62,9.49,1034,7.77,8.63,9.05
