,a,b,c,ch,d,ex,f,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,129.50_130.00_130.50_131.00_131.50_,129.00_128.50_128.00_127.50_127.00_,3023,3023.tw,20190802,tse,14_24_53_46_13_,18_70_76_50_100_,130.00,28,0,12,127.50,000000,信邦,信邦電子股份有限公司,128.50,131.00,130.50,14:29:00,-,-,0,88,129.50,98,13:30:00,3023.tw_tse_20190802_B_9998945440,3023.tw_tse_20190802_B_9998921267,1564727340000,0,98,141.00,1678,116.00,128.50,129.50
