,a,b,c,ch,d,ex,f,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,23.10_23.15_23.20_23.25_23.30_,22.85_22.80_22.75_22.70_22.50_,3046,3046.tw,20190802,tse,3_2_2_4_3_,1_4_1_10_2_,23.70,25,0,12,22.85,000000,建碁,建碁股份有限公司,23.20,23.30,23.00,14:30:00,39,23.00,0,0,13:30:00,3046.tw_tse_20190802_B_9998983933,3046.tw_tse_20190802_B_9998979699,1564727400000,0,1,25.55,50,20.95,23.25,23.10
