,a,b,c,ch,d,ex,f,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,7.75_7.76_7.77_7.78_7.79_,7.68_7.67_7.66_7.65_7.64_,3027,3027.tw,20190802,tse,17_16_4_5_3_,28_28_36_35_17_,7.80,27,0,12,7.62,000000,盛達,盛達電業股份有限公司,7.80,8.50,7.86,14:25:00,-,-,0,21,7.68,21,13:30:00,3027.tw_tse_20190802_B_9998960734,3027.tw_tse_20190802_B_9998921692,1564727100000,0,21,8.61,263,7.05,7.83,7.68
