,a,b,c,ch,d,ex,f,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk1,tlong,ts,tv,u,v,w,y,z
0,24.05_24.10_24.15_24.30_25.00_,23.95_23.60_23.45_23.40_23.35_,3054,3054.tw,20190802,tse,3_1_1_1_11_,1_2_1_1_6_,24.00,24,0,12,24.00,000000,立萬利,萬國科技股份有限公司,24.00,23.85,23.80,14:30:00,-,-,0,0,13:30:00,3054.tw_tse_20190802_B_9998960216,1564727400000,0,1,26.40,1,21.60,24.00,24.00
