,a,b,c,ch,d,ex,f,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,169.50_170.00_170.50_186.00_,168.00_167.50_167.00_166.50_163.00_,3130,3130.tw,20190802,tse,1_6_1_1_,4_2_1_1_1_,169.50,30,0,12,169.50,000000,一零四,一零四資訊科技股份有限公司,169.50,168.50,168.00,14:25:00,-,-,0,0,13:30:00,3130.tw_tse_20190802_B_9999625241,3130.tw_tse_20190802_B_9999282328,1564727100000,0,1,186.00,3,153.00,169.50,169.50
