,a,b,c,ch,d,ex,f,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,93.60_93.70_94.00_94.20_94.30_,93.50_93.40_93.30_93.20_93.10_,3026,3026.tw,20190802,tse,1_2_10_8_1_,50_4_13_16_15_,95.40,28,0,12,93.50,000000,禾伸堂,禾伸堂企業股份有限公司,95.40,105.00,95.90,14:27:00,-,-,0,105,93.50,105,13:30:00,3026.tw_tse_20190802_B_9998945680,3026.tw_tse_20190802_B_9998921191,1564727220000,0,105,105.00,1102,86.40,95.90,93.50
