,a,b,c,ch,d,ex,f,g,i,ip,it,mt,n,nf,oa,ob,ot,ov,oz,p,s,t,tlong,ts,tv,u,w,y
0,33.95_34.00_34.95_35.00_37.15_,33.60_33.50_33.40_33.00_32.80_,9918,9918.tw,20190325,tse,1_1_1_6_3_,1_1_1_3_1_,23,0,12,000000,欣天然,欣欣天然氣股份有限公司,34.00,33.80,14:30:00,22,34.00,0,0,13:30:00,1553495400000,0,-,37.15,30.45,33.80
