,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,85.00_85.10_85.20_85.30_85.40_,84.90_84.80_84.70_84.50_84.40_,6416,6416.tw,20190823,tse,13_5_6_3_7_,1,3_1_2_5_5_,86.50,27,0,12,80.80,000000,瑞祺電通,瑞&#35072;電通股份有限公司,81.00,-,85.10,14:30:00,1256,85.10,0,54,85.00,55,13:30:00,6416.tw_tse_20190823_B_9999094757,6416.tw_tse_20190823_B_9999069308,1566541800000,0,55,89.40,1303,73.20,81.30,85.00
