,a,b,c,ch,d,ex,f,fv,g,h,i,io,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk1,tlong,ts,tv,u,v,w,y,z
0,76.50_76.60_76.70_76.80_76.90_,75.80_75.70_75.60_75.20_73.00_,4557,4557.tw,20190429,tse,1_1_2_2_2_,0,6_5_14_1_6_,75.80,05,RR,0,12,75.80,000000,永新-KY,永新控股股份有限公司,75.80,83.30,75.80,14:30:00,1,83.30,0,0,13:30:00,4557.tw_tse_20190429_B_9999127978,1556519400000,0,2,84.10,2,68.90,76.50,75.80
