,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk1,tlong,ts,tv,u,v,w,y,z
0,16.10_16.15_16.20_16.30_16.35_,15.95_15.90_15.85_15.80_15.75_,1531,1531.tw,20181228,tse,25_9_8_2_1_,0,9_17_22_24_6_,16.15,05,0,12,16.15,000000,高林股,高林股份有限公司,16.15,-,16.50,14:30:00,29,16.50,0,0,13:30:00,1531.tw_tse_20181228_B_9999717059,1545978600000,0,1,17.50,1,14.40,15.95,16.15
