,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk1,tlong,ts,tv,u,v,w,y,z
0,18.95_19.00_19.05_19.10_19.20_,18.75_18.70_18.65_18.60_18.50_,3046,3046.tw,20181228,tse,1_1_1_1_13_,0,1_3_1_1_1_,18.80,25,0,12,18.80,000000,建碁,建碁股份有限公司,18.80,18.95,18.80,14:30:00,747,18.80,0,0,13:30:00,3046.tw_tse_20181228_B_9999668222,1545978600000,0,1,20.45,1,16.75,18.60,18.80
