,a,b,c,ch,d,ex,f,fv,g,h,i,io,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,14.30_14.35_14.40_14.45_14.50_,14.25_14.20_14.15_14.10_14.05_,8429,8429.tw,20190621,tse,3_16_52_29_36_,1,36_61_36_29_12_,14.40,18,RR,0,12,14.20,000000,金麗-KY,金麗集團控股有限公司,14.35,14.30,14.20,14:30:00,2607,14.20,0,10,14.30,10,13:30:00,8429.tw_tse_20190621_B_9999025416,8429.tw_tse_20190621_B_9998983788,1561098600000,0,10,15.75,261,12.95,14.35,14.30
