,c,ch,d,ex,i,ip,it,n,nf,oa,ob,ot,ov,oz,p,rt,st,t,tlong,tv,u,w,y
0,2231,2231.tw,20190121,tse,05,0,12,為升,為升電裝工業股份有限公司,-,-,14:30:00,-,-,0,99:99:99,08:00:00,14:30:00,1548052200000,-,273.50,224.50,249.00
