,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk1,tlong,ts,tv,u,v,w,y,z
0,5.09_5.10_5.15_5.20_5.25_,4.99_4.91_4.90_4.87_4.86_,9928,9928.tw,20190617,tse,1_2_6_4_2_,0,1_5_6_6_2_,4.99,20,0,12,4.99,000000,中視,中國電視事業股份有限公司,4.99,5.03,4.85,14:30:00,210,4.85,0,19,5.39,0,13:30:00,9928.tw_tse_20190617_B_9999503198,1560753000000,0,2,5.39,2,4.41,4.90,4.99
