,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,rt,s,st,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,2.63_2.64_2.65_2.68_2.90_,-,3579,3579.tw,20190513,tse,3901_102_3_1_1_,0,-,2.63,24,0,12,2.63,000000,尚志,尚志半導體股份有限公司,2.63,2.63,-,14:30:00,155,2.63,0,08:00:00,0,08:00:00,13:30:00,3579.tw_tse_20190513_B_9999935685,3579.tw_tse_20190513_B_9999796915,1557729000000,0,2,3.21,6,2.63,2.92,2.63
