,a,b,c,ch,d,ex,f,g,i,io,ip,it,mt,n,nf,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk1,tlong,ts,tv,u,v,w,y
0,39.50_39.80_39.90_40.00_40.10_,38.40_38.25_38.20_38.10_38.00_,8427,8427.tw,20190530,tse,1_5_2_2_2_,2_2_1_2_1_,20,RR,0,12,000000,基勝-KY,基勝(開曼)控股股份有限公司,-,38.70,14:30:00,-,-,0,3,36.50,0,13:30:00,8427.tw_tse_20190530_B_9999947479,1559197800000,0,0,42.60,0,34.90,38.75
