,a,b,c,ch,d,ex,f,g,i,io,ip,it,mt,n,nf,oa,ob,ot,ov,oz,p,s,t,tlong,ts,tv,u,w,y
0,124.00_124.50_126.00_128.50_129.00_,120.00_118.00_116.00_115.00_114.50_,8480,8480.tw,20190628,tse,1_2_1_1_2_,1_1_1_1_2_,20,RR,0,12,000000,泰昇-KY,泰昇國際(控股)有限公司,-,120.50,14:30:00,-,-,0,0,13:30:00,1561703400000,0,-,133.00,109.00,121.00
