,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk0,tk1,tlong,ts,tv,v,y,z
0,171.50_172.00_172.50_173.00_173.50_,171.00_170.50_170.00_169.50_169.00_,6670,6670.tw,20181221,tse,49_353_26_68_15_,21,38_34_44_70_40_,171.50,20,0,12,164.00,000000,復盛應用,復盛應用科技股份有限公司,164.00,171.00,170.00,14:30:00,3228,171.00,0,121,171.00,122,13:30:00,6670.tw_tse_20181221_B_9999095229,6670.tw_tse_20181221_B_9999070236,1545373800000,0,122,3447,164.50,171.00
