,c,ch,d,ex,i,ip,it,n,nf,oa,ob,ot,ov,oz,p,rt,st,t,tlong,tv,u,w,y
0,1439,1439.tw,20181221,tse,04,0,12,中和,中和羊毛工業股份有限公司,-,-,14:30:00,-,-,0,99:99:99,08:00:00,14:30:00,1545373800000,-,40.70,33.30,37.00
