,a,b,c,ch,d,ex,f,g,i,io,ip,it,mt,n,nf,oa,ob,ot,ov,oz,p,s,t,tlong,ts,tv,u,w,y
0,63.80_63.90_64.20_64.30_64.80_,63.20_63.10_63.00_62.90_62.70_,6641,6641.tw,20190612,tse,1_2_1_1_2_,2_2_7_1_1_,20,RR,0,12,000000,基士德-KY,基士德科技股份有限公司,-,64.00,14:30:00,250,64.00,0,0,13:30:00,1560321000000,0,-,69.70,57.10,63.40
