,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,93.50_93.60_94.00_94.20_94.40_,93.30_93.20_93.10_93.00_92.80_,6416,6416.tw,20181227,tse,1_1_1_4_2_,1,2_4_2_5_2_,95.40,27,0,12,93.20,000000,瑞祺電通,瑞&#35072;電通股份有限公司,94.40,96.00,94.00,14:30:00,246,94.00,0,16,93.30,16,13:30:00,6416.tw_tse_20181227_B_9999192648,6416.tw_tse_20181227_B_9999162223,1545892200000,0,16,101.00,246,83.00,92.20,93.30
