,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,29.90_30.00_30.10_30.15_30.20_,29.85_29.80_29.75_29.70_29.65_,2612,2612.tw,20190307,tse,4_7_10_1_20_,0,1_10_14_2_29_,30.10,15,0,12,29.85,000000,中航,中國航運股份有限公司,29.95,29.90,29.85,14:30:00,770,29.85,0,1,29.90,0,13:30:00,2612.tw_tse_20190307_B_9999072103,2612.tw_tse_20190307_B_9999071696,1551940200000,0,1,33.00,84,27.00,30.00,29.90
