,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,rt,s,st,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,46.65_46.70_46.75_46.80_46.85_,46.60_46.55_46.50_46.45_46.40_,2375,2375.tw,20190314,tse,6_9_5_11_15_,9,10_43_50_7_10_,51.10,28,0,12,45.40,000000,智寶,智寶電子股份有限公司,50.70,46.50,46.40,14:30:00,8647,46.50,0,357,46.60,08:00:00,358,08:00:00,13:30:00,2375.tw_tse_20190314_B_9999028407,2375.tw_tse_20190314_B_9999005006,1552545000000,0,358,54.80,11320,44.90,49.85,46.60
