,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,203.50_204.00_204.50_205.00_205.50_,203.00_202.50_202.00_201.50_201.00_,3034,3034.tw,20190506,tse,47_55_11_119_28_,9,9_6_21_62_326_,207.00,24,0,12,200.00,000000,聯詠,聯詠科技股份有限公司,200.00,203.50,203.00,14:30:00,1526,203.00,0,160,203.50,160,13:30:00,3034.tw_tse_20190506_B_9998970524,3034.tw_tse_20190506_B_9998945597,1557124200000,0,160,227.50,4838,186.50,207.00,203.50
