,a,b,c,ch,d,ex,f,fv,g,h,i,io,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,13.25_13.30_13.35_13.40_13.45_,12.95_12.90_12.80_12.75_12.70_,5906,5906.tw,20190506,tse,1_1_1_1_1_,0,3_1_3_10_2_,13.30,18,RR,0,12,12.95,000000,台南-KY,台南企業(開曼)股份有限公司,13.05,13.30,13.20,14:30:00,538,13.20,0,0,13:30:00,5906.tw_tse_20190506_B_9998971853,5906.tw_tse_20190506_B_9998969748,1557124200000,0,1,14.55,11,11.95,13.25,13.30
