,a,b,c,ch,d,ex,f,fv,g,h,i,io,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk1,tlong,ts,tv,u,v,w,y,z
0,20.15_20.20_20.25_20.30_20.40_,19.80_19.75_19.70_19.65_19.60_,2923,2923.tw,20190124,tse,3_12_6_12_1_,0,2_1_1_1_2_,20.20,14,RR,0,12,20.20,000000,鼎固-KY,鼎固控股有限公司,20.20,-,20.10,14:30:00,-,-,0,92,22.10,0,13:33:00,2923.tw_tse_20190124_B_9999542869,1548311400000,0,1,22.10,1,18.10,20.10,20.20
