,a,b,c,ch,d,ex,f,g,i,io,ip,it,mt,n,nf,oa,ob,ot,ov,oz,p,s,t,tlong,ts,tv,u,w,y
0,16.05_16.10_16.25_16.35_16.45_,15.55_15.50_15.45_15.05_15.00_,8488,8488.tw,20190618,tse,3_3_1_2_2_,2_1_1_2_2_,20,RR,0,12,000000,吉源-KY,吉源控股股份有限公司,-,15.05,14:30:00,-,-,0,0,13:30:00,1560839400000,0,-,17.60,14.40,16.00
