,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,10.70_10.75_10.80_10.85_10.90_,10.65_10.60_10.55_10.50_10.45_,9919,9919.tw,20190618,tse,15_25_16_19_23_,0,1_15_38_41_2_,10.65,20,0,12,10.60,000000,康那香,康那香企業股份有限公司,10.65,-,10.60,14:30:00,984,10.60,0,0,13:30:00,9919.tw_tse_20190618_B_9999254762,9919.tw_tse_20190618_B_9999181471,1560839400000,0,4,11.80,102,9.68,10.75,10.65
