,a,b,c,ch,d,ex,f,fv,g,h,i,io,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,125.50_126.00_126.50_127.00_127.50_,125.00_124.50_124.00_123.50_123.00_,8482,8482.tw,20190111,tse,44_21_12_25_18_,0,18_42_70_28_40_,125.00,20,RR,0,12,124.00,000000,商億-KY,商億全球控股有限公司,124.00,-,126.50,14:30:00,-,-,0,22,125.00,22,13:30:00,8482.tw_tse_20190111_B_9999140913,8482.tw_tse_20190111_B_9999113523,1547188200000,0,22,136.00,410,112.00,124.00,125.00
