,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,78.70_78.80_78.90_79.00_79.10_,78.60_78.50_78.40_78.30_78.20_,6416,6416.tw,20190725,tse,6_2_1_1_2_,0,10_14_14_8_11_,79.00,27,0,12,77.80,000000,瑞祺電通,瑞&#35072;電通股份有限公司,78.30,83.00,79.00,14:30:00,182,79.00,0,3,78.60,3,13:30:00,6416.tw_tse_20190725_B_9999029692,6416.tw_tse_20190725_B_9998990898,1564036200000,0,3,85.00,210,69.60,77.30,78.60
