,a,b,c,ch,d,ex,f,g,i,io,ip,it,mt,n,nf,oa,ob,ot,ov,oz,p,s,t,tlong,ts,tv,u,w,y
0,40.20_40.50_41.00_41.20_41.40_,39.75_39.70_39.60_39.55_39.50_,8427,8427.tw,20190725,tse,1_1_1_1_1_,2_2_1_2_1_,20,RR,0,12,000000,基勝-KY,基勝(開曼)控股股份有限公司,-,39.40,14:30:00,-,-,0,0,13:30:00,1564036200000,0,-,43.70,35.80,39.75
