,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk1,tlong,ts,tv,u,v,w,y,z
0,10.60_10.65_11.00_11.10_11.15_,10.20_10.15_9.82_9.81_9.25_,1475,1475.tw,20190107,tse,1_1_1_1_2_,0,1_1_1_1_2_,10.55,04,0,12,10.55,000000,本盟,本盟光電股份有限公司,10.55,-,9.45,14:30:00,304,9.45,0,0,13:30:00,1475.tw_tse_20190107_B_9999615992,1546842600000,0,1,11.15,1,9.14,10.15,10.55
