,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,89.50_89.70_89.80_89.90_90.00_,89.10_89.00_88.90_88.80_88.70_,6416,6416.tw,20190107,tse,4_1_2_2_15_,1,4_6_4_4_2_,91.00,27,0,12,88.80,000000,瑞祺電通,瑞&#35072;電通股份有限公司,91.00,90.40,90.00,14:30:00,140,90.40,0,11,89.20,11,13:30:00,6416.tw_tse_20190107_B_9999152793,6416.tw_tse_20190107_B_9999129222,1546842600000,0,11,97.00,233,79.40,88.20,89.20
