,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk1,tlong,ts,tv,u,v,w,y,z
0,36.60_36.65_36.70_36.75_36.80_,36.00_35.95_35.90_35.80_35.70_,4562,4562.tw,20190107,tse,5_3_4_4_1_,0,3_3_2_1_1_,36.80,05,0,12,36.80,000000,穎漢,穎漢科技股份有限公司,36.80,36.70,36.40,14:30:00,-,-,0,0,13:30:00,4562.tw_tse_20190107_B_9999929049,1546842600000,0,1,40.15,1,32.85,36.50,36.80
