,a,b,c,ch,d,ex,f,g,i,io,ip,it,mt,n,nf,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk1,tlong,ts,tv,u,v,w,y
0,16.95_17.00_17.05_17.35_17.40_,16.55_16.40_16.05_16.00_15.85_,8488,8488.tw,20190107,tse,2_4_1_2_6_,1_5_1_3_10_,20,RR,0,12,000000,吉源-KY,吉源控股股份有限公司,-,-,14:30:00,-,-,0,1,16.95,0,13:30:00,8488.tw_tse_20190107_B_9999965060,1546842600000,0,0,18.35,0,15.05,16.70
