,a,b,c,ch,d,ex,f,g,i,ip,it,mt,n,nf,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk1,tlong,ts,tv,u,v,w,y
0,42.30_42.50_42.65_42.70_42.90_,42.05_42.00_41.85_41.70_41.50_,1419,1419.tw,20190606,tse,10_1_2_1_1_,1_2_1_2_1_,04,0,12,000000,新紡,新光紡織股份有限公司,42.05,42.00,14:30:00,-,-,0,1,42.30,0,13:30:00,1419.tw_tse_20190606_B_9999147384,1559802600000,0,0,46.50,0,38.10,42.30
