,a,b,c,ch,d,ex,f,fv,g,h,i,io,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk1,tlong,ts,tv,u,v,w,y,z
0,36.00_36.05_36.30_36.50_37.00_,35.20_35.10_35.00_34.80_34.30_,5538,5538.tw,20190606,tse,1_1_3_2_2_,0,1_1_1_1_1_,35.50,10,RR,0,12,35.50,000000,東明-KY,開曼東明控股股份有限公司,35.50,35.85,35.50,14:30:00,-,-,0,0,13:30:00,5538.tw_tse_20190606_B_9999299119,1559802600000,0,1,38.90,1,31.90,35.40,35.50
