,a,b,c,ch,d,ex,f,g,i,io,ip,it,mt,n,nf,oa,ob,ot,ov,oz,p,s,t,tlong,ts,tv,u,w,y
0,123.50_124.00_128.50_130.00_132.50_,121.00_120.50_120.00_118.00_116.00_,8480,8480.tw,20190701,tse,1_16_1_4_1_,1_2_1_1_2_,20,RR,0,12,000000,泰昇-KY,泰昇國際(控股)有限公司,-,121.00,14:30:00,-,-,0,0,13:30:00,1561962600000,0,-,133.00,109.00,121.00
