,a,b,c,ch,d,ex,f,g,i,ip,it,mt,n,nf,oa,ob,ot,ov,oz,p,s,t,tlong,ts,tv,u,w,y
0,8.01_8.04_8.20_8.42_8.45_,7.51_7.50_7.40_7.04_7.03_,1418,1418.tw,20190701,tse,1_1_1_1_2_,5_10_2_2_2_,04,0,12,000000,東華,東華合纖股份有限公司,8.11,7.26,14:30:00,887,7.26,0,0,13:30:00,1561962600000,0,-,8.45,6.93,7.69
