,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,35.40_35.45_35.50_35.55_35.70_,35.35_35.30_35.25_35.20_35.10_,6184,6184.tw,20190719,tse,3_29_37_3_2_,0,12_14_11_27_6_,35.45,20,0,12,35.40,000000,大豐電,大豐有線電視股份有限公司,35.45,35.70,35.35,14:30:00,75,35.70,0,0,13:30:00,6184.tw_tse_20190719_B_9999113048,6184.tw_tse_20190719_B_9999081184,1563517800000,0,1,38.90,50,31.90,35.40,35.40
