,a,b,c,ch,d,ex,f,fv,g,h,i,io,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,62.50_62.60_62.70_62.80_62.90_,62.30_62.20_62.10_62.00_61.90_,1589,1589.tw,20190719,tse,11_2_12_16_17_,19,14_17_13_41_17_,63.30,05,RR,0,12,61.90,000000,永冠-KY,永冠能源科技集團有限公司,61.90,-,62.50,14:30:00,100,62.50,0,160,62.30,160,13:30:00,1589.tw_tse_20190719_B_9999075778,1589.tw_tse_20190719_B_9999050223,1563517800000,0,160,67.80,3446,55.60,61.70,62.30
