,a,b,c,ch,d,ex,f,fv,g,h,i,io,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,50.30_50.40_50.50_51.00_51.20_,49.70_49.60_49.50_49.40_49.20_,6671,6671.tw,20190318,tse,3_25_13_11_2_,0,8_23_2_1_1_,51.50,20,RR,0,12,49.30,000000,三能-KY,三能集團控股股份有限公司,51.50,-,51.00,14:30:00,-,-,0,1,49.70,1,13:30:00,6671.tw_tse_20190318_B_9999097454,6671.tw_tse_20190318_B_9999031503,1552890600000,0,1,55.40,103,45.40,50.40,49.70
