,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,30.35_30.40_30.50_30.90_31.00_,29.00_28.50_27.80_,2424,2424.tw,20190624,tse,1_1_2_1_1_,0,1_1_1_,30.40,25,0,12,30.40,000000,隴華,隴華電子股份有限公司,30.40,30.20,28.30,14:30:00,-,-,0,0,13:30:00,2424.tw_tse_20190624_B_9999784565,2424.tw_tse_20190624_B_9999783596,1561357800000,0,1,33.00,2,27.00,30.00,30.40
