,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,s,t,tk1,tlong,ts,tv,u,v,w,y,z
0,13.10_13.15_13.20_13.30_13.40_,12.95_12.90_12.85_12.80_12.70_,1724,1724.tw,20190816,tse,1_6_8_11_10_,0,4_8_3_2_7_,13.15,21,0,12,13.15,000000,台硝,台硝股份有限公司,13.15,13.50,13.05,14:30:00,250,13.50,0,0,13:30:00,1724.tw_tse_20190816_B_9999715614,1565937000000,0,1,14.35,1,11.75,13.05,13.15
