,a,b,c,ch,d,ex,f,g,i,ip,it,mt,n,nf,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk1,tlong,ts,tv,u,v,w,y
0,31.85_31.90_32.00_32.05_32.10_,31.50_31.35_31.00_30.80_30.70_,1903,1903.tw,20190816,tse,9_2_8_7_6_,6_1_2_1_3_,09,0,12,000000,士紙,士林紙業股份有限公司,32.40,31.60,14:30:00,-,-,0,1,32.00,0,13:30:00,1903.tw_tse_20190816_B_9999976840,1565937000000,0,0,34.95,0,28.65,31.80
