,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,rt,s,st,t,tk0,tk1,tlong,ts,tv,u,v,w,y,z
0,37.65_37.70_37.75_37.80_37.85_,37.60_37.55_37.50_37.45_37.40_,5469,5469.tw,20190731,tse,32_20_11_11_4_,27,168_19_52_23_202_,38.65,28,0,12,36.10,000000,瀚宇博,瀚宇博德股份有限公司,38.20,37.60,37.45,14:30:00,7222,37.60,0,754,37.60,08:00:00,754,08:00:00,13:30:00,5469.tw_tse_20190731_B_9999047747,5469.tw_tse_20190731_B_9999023754,1564554600000,0,754,44.10,23712,36.10,40.10,37.60
