,a,b,c,ch,d,ex,f,fv,g,h,i,ip,it,l,mt,n,nf,o,oa,ob,ot,ov,oz,p,ps,pz,s,t,tk0,tk1,tlong,ts,tv,v,y,z
0,165.00_165.50_166.00_166.50_167.00_,164.50_164.00_163.50_163.00_162.50_,6670,6670.tw,20181220,tse,6_10_8_51_82_,19,15_64_16_62_13_,170.50,20,0,12,163.00,000000,復盛應用,復盛應用科技股份有限公司,169.00,166.00,165.50,14:30:00,822,166.00,0,89,164.50,89,13:30:00,6670.tw_tse_20181220_B_9999110156,6670.tw_tse_20181220_B_9999088023,1545287400000,0,89,3253,171.00,164.50
